20000	00000000
40000	00000000
60000	00000000
80000	00000000
100000	00000000
120000	00000000
140000	00000000
160000	00000000
180000	00000004
200000	00000000
220000	00000008
240000	00000000
260000	0000000c
280000	00000000
300000	00000010
320000	00000000
340000	00000014
360000	00000000
380000	00000018
400000	00000000
420000	0000001c
440000	00000000
460000	00000020
480000	00000000
500000	00000024
520000	00000000
540000	00000028
560000	00000000
580000	0000002c
600000	00000000
620000	00000030
640000	00000000
660000	00000034
680000	00000000
700000	00000038
720000	00000000
740000	0000003c
760000	00000000
780000	00000040
800000	00000000
820000	00000044
840000	00000000
860000	00000048
880000	00000000
900000	0000004c
920000	00000000
940000	00000050
960000	00000000
980000	00000054
1000000	00000000
1020000	00000058
1040000	00000000
1060000	0000005c
1080000	00000000
1100000	00000060
1120000	00000000
1140000	00000064
1160000	00000000
1180000	00000068
1200000	00000000
1220000	0000006c
1240000	00000000
1260000	00000070
1280000	00000000
1300000	00000074
1320000	00000000
1340000	00000078
1360000	00000000
1380000	0000007c
1400000	00000000
1420000	00000080
1440000	00000000
1460000	00000084
1480000	00000000
1500000	00000088
1520000	00000000
1540000	0000008c
1560000	00000000
1580000	00000090
1600000	00000000
1620000	00000000
1640000	00000000
1660000	000008d4
1680000	00000000
1700000	000008d8
1720000	00000000
1740000	000008dc
1760000	00000000
1780000	000008e0
1800000	00000000
1820000	000008e4
1840000	00000000
1860000	00000000
1880000	00000000
1900000	000008e8
1920000	00000000
1940000	00000000
1960000	000008ec
1980000	00000000
2000000	00000000
2020000	00000000
2040000	000008f0
2060000	00000000
2080000	00000000
2100000	000008f4
2120000	00000000
2140000	00000000
2160000	00000000
2180000	000008f8
2200000	00000000
2220000	00000000
2240000	000008fc
2260000	00000000
2280000	00000000
2300000	00000000
2320000	00000900
2340000	00000000
2360000	00000000
2380000	00000904
2400000	00000908
2420000	00000000
2440000	0000090c
2460000	00000000
2480000	00000910
2500000	00000000
2520000	00000914
2540000	00000000
2560000	00000000
2580000	00000000
2600000	00000790
2620000	00000000
2640000	00000794
2660000	00000000
2680000	00000798
2700000	00000000
2720000	0000079c
2740000	00000000
2760000	000007a0
2780000	00000000
2800000	000007a4
2820000	00000000
2840000	000007a8
2860000	00000000
2880000	00000000
2900000	00000000
2920000	000007ac
2940000	00000000
2960000	00000000
2980000	00000000
3000000	000007b0
3020000	00000000
3040000	00000000
3060000	000007b4
3080000	00000000
3100000	00000000
3120000	000007b8
3140000	00000000
3160000	00000000
3180000	00000000
3200000	000007bc
3220000	00000000
3240000	00000000
3260000	000007c0
