20000	00000000
40000	00000000
60000	00000000
80000	00000000
100000	00000000
120000	00000000
140000	00000000
160000	00000000
180000	00000004
200000	00000000
220000	00000008
240000	00000000
260000	0000000c
280000	00000000
300000	00000010
320000	00000000
340000	00000014
360000	00000000
380000	00000018
400000	00000000
420000	0000001c
440000	00000000
460000	00000020
480000	00000000
500000	00000024
520000	00000000
540000	00000028
560000	00000000
580000	0000002c
600000	00000000
620000	00000030
640000	00000000
660000	00000034
680000	00000000
700000	00000038
720000	00000000
740000	0000003c
760000	00000000
780000	00000040
800000	00000000
820000	00000044
840000	00000000
860000	00000048
880000	00000000
900000	0000004c
920000	00000000
940000	00000050
960000	00000000
980000	00000054
1000000	00000000
1020000	00000058
1040000	00000000
1060000	0000005c
1080000	00000000
1100000	00000060
1120000	00000000
1140000	00000064
1160000	00000000
1180000	00000068
1200000	00000000
1220000	0000006c
1240000	00000000
1260000	00000070
1280000	00000000
1300000	00000074
1320000	00000000
1340000	00000078
1360000	00000000
1380000	0000007c
1400000	00000000
1420000	00000080
1440000	00000000
1460000	00000084
1480000	00000000
1500000	00000088
1520000	00000000
1540000	0000008c
1560000	00000000
1580000	00000090
1600000	00000000
1620000	00000000
1640000	00000000
1660000	00000740
1680000	00000000
1700000	00000744
1720000	00000000
1740000	00000748
1760000	00000000
1780000	0000074c
1800000	00000000
1820000	00000750
1840000	00000000
1860000	00000754
1880000	00000000
1900000	00000758
1920000	00000000
1940000	0000075c
1960000	00000000
1980000	00000000
2000000	00000000
2020000	00000760
2040000	00000000
2060000	00000000
2080000	00000764
2100000	00000768
2120000	00000000
2140000	0000076c
2160000	00000000
2180000	00000770
2200000	00000000
2220000	00000774
2240000	00000000
2260000	00000000
2280000	00000000
2300000	00000778
2320000	00000000
2340000	0000077c
2360000	00000000
2380000	00000000
2400000	00000780
2420000	00000000
2440000	00000000
2460000	00000784
2480000	00000000
2500000	00000000
2520000	00000788
2540000	00000000
2560000	00000000
2580000	0000078c
2600000	00000000
2620000	00000000
2640000	00000790
2660000	00000000
2680000	00000000
2700000	00000794
2720000	00000000
2740000	00000000
2760000	00000798
2780000	00000000
2800000	00000000
2820000	0000079c
2840000	000007a0
2860000	00000000
2880000	00000000
2900000	00000000
2920000	000007a4
2940000	00000000
2960000	00000000
2980000	000007a8
3000000	00000000
3020000	00000000
3040000	000007ac
3060000	00000000
3080000	00000000
3100000	000007b0
3120000	00000000
3140000	00000000
3160000	000007b4
3180000	00000000
3200000	00000000
3220000	000007b8
3240000	00000000
3260000	00000000
3280000	000007bc
3300000	00000000
3320000	00000000
3340000	000007c0
3360000	000007c4
3380000	00000000
3400000	000007c8
3420000	00000000
3440000	000007cc
3460000	00000000
3480000	000007d0
3500000	00000000
3520000	000007d4
3540000	00000000
3560000	000007d8
3580000	00000000
3600000	00000000
3620000	000007dc
3640000	00000000
3660000	00000000
3680000	00000000
3700000	000007d8
3720000	00000000
3740000	00000000
3760000	000007dc
3780000	00000000
3800000	00000000
3820000	00000000
3840000	000007d8
3860000	00000000
3880000	00000000
3900000	000007dc
3920000	00000000
3940000	00000000
3960000	00000000
3980000	000007d8
4000000	00000000
4020000	00000000
4040000	000007dc
4060000	00000000
4080000	00000000
4100000	00000000
4120000	000007d8
4140000	00000000
4160000	00000000
4180000	000007dc
4200000	00000000
4220000	00000000
4240000	00000000
4260000	000007d8
4280000	00000000
4300000	00000000
4320000	000007dc
4340000	00000000
4360000	00000000
4380000	00000000
4400000	000007d8
4420000	00000000
4440000	00000000
4460000	000007dc
4480000	00000000
4500000	00000000
4520000	00000000
4540000	000007d8
4560000	00000000
4580000	00000000
4600000	000007dc
4620000	00000000
4640000	00000000
4660000	00000000
4680000	000007d8
4700000	00000000
4720000	00000000
4740000	000007dc
4760000	00000000
4780000	00000000
4800000	00000000
4820000	000007d8
4840000	00000000
4860000	00000000
4880000	000007dc
4900000	000007e0
4920000	00000000
4940000	00000000
4960000	000007e4
4980000	000007e8
5000000	00000000
5020000	00000000
5040000	000007ec
5060000	000007f0
5080000	00000000
5100000	00000000
5120000	000007f4
5140000	000007f8
5160000	00000000
5180000	00000000
5200000	000007fc
5220000	00000800
5240000	00000000
5260000	00000804
5280000	00000000
5300000	00000808
5320000	00000000
5340000	0000080c
5360000	00000000
5380000	00000810
5400000	00000000
5420000	00000814
5440000	00000000
